Acceleration;Car;Cylinders;Displacement;Horsepower;MPG;Model;Origin;RHS;Weight
0.1;14.0;?;60.0;3.0;?;1.0;0.0;Displacement;120.0
?;?;1.0;60.0;?;?;1.0;0.91;Displacement;0.0
1.5;6.0;?;60.0;3.0;?;?;0.0;Displacement;75.0
0.6;8.0;2.0;60.0;2.0;1.0;1.0;0.0;Displacement;373.0
?;11.0;?;60.0;0.0;2.6;?;0.0;Displacement;30.0
0.6;5.0;?;60.0;7.0;3.8;?;0.0;Displacement;100.0
0.5;?;0.0;60.0;?;?;0.0;0.0;Displacement;55.0
?;11.0;?;60.0;0.0;2.6;6.0;0.0;Displacement;30.0
1.3;?;0.0;60.0;0.0;2.5;2.0;0.0;Displacement;91.0
1.5;18.0;0.0;60.0;?;1.0;0.0;0.0;Displacement;152.0
1.5;6.0;2.0;60.0;3.0;?;1.0;0.0;Displacement;?
0.6;8.0;?;60.0;2.0;1.0;?;0.0;Displacement;373.0
1.5;8.0;?;60.0;2.0;6.8;?;0.0;Displacement;270.0
1.0;10.0;2.0;60.0;0.0;6.2;1.0;0.0;Displacement;?
?;6.0;?;60.0;3.0;2.1;?;0.0;Displacement;75.0
1.0;?;?;60.0;10.0;4.0;4.0;0.0;Displacement;45.0
0.6;14.0;2.0;60.0;?;3.0;8.0;0.0;Displacement;10.0
?;5.0;2.0;60.0;7.0;?;?;0.0;Displacement;100.0
0.5;?;0.0;60.0;13.0;3.0;0.0;0.0;Displacement;55.0
?;5.0;2.0;60.0;7.0;?;4.0;0.0;Displacement;100.0
0.2;?;?;60.0;0.0;?;?;0.0;Displacement;170.0
1.0;10.0;2.0;60.0;0.0;6.2;1.0;0.0;Displacement;190.0
1.1;7.0;?;60.0;?;5.4;6.0;0.0;Displacement;5.0
?;8.0;?;60.0;2.0;2.0;?;0.0;Displacement;52.0
1.1;7.0;?;60.0;88.0;?;?;0.0;Displacement;5.0
?;16.0;1.0;60.0;?;3.6;1.0;0.91;Displacement;0.0
1.5;6.0;?;60.0;3.0;2.1;?;0.0;Displacement;?
2.5;?;2.0;60.0;7.0;2.0;5.0;0.0;Displacement;5.0
1.9;?;?;60.0;?;?;1.0;0.91;Displacement;0.0
0.6;?;?;60.0;7.0;3.8;4.0;0.0;Displacement;100.0
0.0;?;?;60.0;4.0;5.3;1.0;0.0;Displacement;210.0
?;8.0;1.0;60.0;18.0;?;1.0;?;Displacement;148.0
1.3;15.0;0.0;60.0;0.0;?;2.0;0.0;Displacement;?
0.6;5.0;?;60.0;7.0;3.8;4.0;0.0;Displacement;100.0
0.4;4.0;2.0;60.0;3.0;?;0.0;0.0;Displacement;?
1.0;20.0;?;60.0;0.0;?;1.0;?;Displacement;145.0
?;11.0;2.0;60.0;0.0;?;?;0.0;Displacement;30.0
0.3;?;?;60.0;25.0;0.3;0.0;0.0;Displacement;400.0
?;11.0;2.0;60.0;0.0;2.6;6.0;0.0;Displacement;30.0
?;4.0;2.0;60.0;3.0;4.9;0.0;0.0;Displacement;245.0
0.1;9.0;1.0;60.0;?;5.0;1.0;0.91;Displacement;155.0
0.0;8.0;2.0;60.0;?;?;1.0;0.0;Displacement;236.0
0.3;?;2.0;60.0;?;0.3;0.0;0.0;Displacement;400.0
1.3;9.0;?;60.0;3.0;1.3;9.0;0.0;Displacement;?
0.4;9.0;?;60.0;1.0;6.0;?;0.0;Displacement;203.0
0.0;?;2.0;60.0;?;?;1.0;0.0;Displacement;210.0
1.0;?;2.0;60.0;0.0;6.2;1.0;0.0;Displacement;190.0
1.4;8.0;1.0;60.0;?;?;1.0;?;Displacement;148.0
0.3;9.0;2.0;60.0;?;1.7;3.0;0.0;Displacement;?
?;8.0;2.0;60.0;2.0;2.0;5.0;0.0;Displacement;52.0
1.0;8.0;2.0;60.0;2.0;2.0;?;0.0;Displacement;52.0
2.5;?;?;60.0;7.0;2.0;5.0;0.0;Displacement;5.0
?;4.0;2.0;60.0;3.0;?;0.0;0.0;Displacement;?
?;15.0;0.0;60.0;0.0;?;?;0.0;Displacement;91.0
2.4;8.0;?;60.0;?;5.5;6.0;0.0;Displacement;22.0
0.1;15.0;2.0;60.0;15.0;0.1;1.0;0.0;Displacement;420.0
0.9;?;?;60.0;3.0;?;0.0;0.0;Displacement;100.0
?;8.0;?;60.0;2.0;1.0;?;0.0;Displacement;373.0
1.2;?;?;60.0;11.0;0.0;6.0;0.0;Displacement;147.0
2.5;?;2.0;60.0;7.0;?;5.0;0.0;Displacement;5.0
0.1;14.0;?;60.0;?;6.6;1.0;0.0;Displacement;120.0
0.0;?;2.0;60.0;?;?;1.0;0.0;Displacement;236.0
?;4.0;2.0;60.0;3.0;4.9;0.0;0.0;Displacement;?
?;12.0;?;60.0;7.0;?;?;0.0;Displacement;5.0
1.0;?;?;60.0;10.0;4.0;?;0.0;Displacement;45.0
0.2;12.0;?;60.0;4.0;4.5;7.0;0.0;Displacement;168.0
?;12.0;?;60.0;7.0;2.0;5.0;0.0;Displacement;5.0
0.4;?;?;60.0;3.0;?;0.0;0.0;Displacement;245.0
1.0;8.0;2.0;60.0;2.0;?;?;0.0;Displacement;52.0
1.5;?;2.0;60.0;3.0;2.1;1.0;0.0;Displacement;75.0
1.0;?;?;60.0;2.0;2.0;?;0.0;Displacement;52.0
1.9;?;?;60.0;12.0;3.0;?;?;Displacement;0.0
0.4;4.0;2.0;60.0;?;4.9;0.0;0.0;Displacement;245.0
0.6;8.0;2.0;60.0;2.0;?;?;0.0;Displacement;373.0
?;19.0;2.0;60.0;12.0;3.0;?;?;Displacement;0.0
0.0;?;?;60.0;?;2.0;1.0;0.0;Displacement;236.0
1.5;6.0;?;60.0;?;2.1;?;0.0;Displacement;75.0
0.2;10.0;2.0;60.0;0.0;2.1;?;0.0;Displacement;?
0.1;9.0;2.0;60.0;5.0;2.8;?;0.0;Displacement;421.0
1.5;6.0;2.0;60.0;3.0;2.1;?;0.0;Displacement;?
0.3;9.0;2.0;60.0;?;1.3;5.0;0.0;Displacement;15.0
1.5;6.0;2.0;60.0;?;2.1;1.0;0.0;Displacement;75.0
1.0;8.0;?;60.0;2.0;2.0;5.0;0.0;Displacement;52.0
1.1;?;2.0;60.0;7.0;4.0;6.0;0.0;Displacement;15.0
0.4;4.0;2.0;60.0;3.0;4.9;0.0;0.0;Displacement;?
0.1;9.0;?;60.0;5.0;2.8;6.0;0.0;Displacement;421.0
1.1;7.0;?;60.0;?;5.4;?;0.0;Displacement;5.0
0.7;13.0;2.0;60.0;4.0;3.8;1.0;0.0;Displacement;195.0
0.1;14.0;?;60.0;3.0;6.6;1.0;0.0;Displacement;120.0
?;8.0;?;60.0;18.0;3.5;1.0;0.91;Displacement;148.0
0.4;?;2.0;60.0;3.0;?;0.0;0.0;Displacement;245.0
1.9;19.0;2.0;60.0;12.0;3.0;?;?;Displacement;0.0
1.9;16.0;1.0;60.0;?;3.6;1.0;0.91;Displacement;0.0
?;5.0;2.0;60.0;7.0;3.8;4.0;0.0;Displacement;?
0.6;5.0;2.0;60.0;?;3.8;4.0;0.0;Displacement;100.0
0.6;5.0;2.0;60.0;7.0;3.8;?;0.0;Displacement;100.0
1.5;8.0;2.0;60.0;2.0;?;1.0;0.0;Displacement;270.0
0.5;7.0;2.0;60.0;?;?;?;0.0;Displacement;142.0
0.1;9.0;1.0;60.0;?;?;1.0;?;Displacement;?
2.5;12.0;2.0;60.0;?;?;5.0;0.0;Displacement;5.0
0.4;4.0;?;60.0;?;?;0.0;0.0;Displacement;245.0
1.9;16.0;?;60.0;22.0;?;?;0.91;Displacement;0.0
?;16.0;?;60.0;?;3.6;?;0.91;Displacement;0.0
1.9;19.0;?;60.0;12.0;3.0;7.0;?;Displacement;0.0
2.5;12.0;?;60.0;7.0;2.0;5.0;0.0;Displacement;5.0
1.3;9.0;2.0;60.0;3.0;1.3;?;0.0;Displacement;303.0
0.5;7.0;?;60.0;?;2.4;?;0.0;Displacement;142.0
0.6;?;?;60.0;3.0;4.1;?;0.0;Displacement;133.0
?;11.0;?;60.0;40.0;2.0;1.0;0.0;Displacement;25.0
0.1;9.0;1.0;60.0;?;5.0;1.0;?;Displacement;?
1.0;?;?;60.0;0.0;?;1.0;?;Displacement;145.0
0.1;15.0;?;60.0;?;0.1;1.0;0.0;Displacement;?
1.3;15.0;0.0;60.0;0.0;2.5;?;0.0;Displacement;91.0
1.1;11.0;?;60.0;?;4.0;6.0;0.0;Displacement;15.0
0.6;8.0;2.0;60.0;2.0;?;1.0;0.0;Displacement;373.0
1.0;8.0;?;60.0;2.0;2.0;5.0;0.0;Displacement;?
0.4;4.0;2.0;60.0;?;4.9;0.0;0.0;Displacement;?
?;?;2.0;60.0;7.0;2.0;?;0.0;Displacement;5.0
1.4;8.0;1.0;60.0;18.0;3.5;1.0;0.91;Displacement;?
0.0;?;2.0;60.0;4.0;?;1.0;0.0;Displacement;210.0
1.5;?;2.0;60.0;3.0;2.1;?;0.0;Displacement;75.0
0.6;5.0;?;60.0;7.0;3.8;4.0;0.0;Displacement;?
1.0;8.0;2.0;60.0;2.0;2.0;5.0;0.0;Displacement;?
1.4;15.0;2.0;60.0;20.0;0.6;0.0;0.0;Displacement;?
1.9;1.0;?;60.0;?;?;3.0;0.0;Displacement;796.0
?;6.0;2.0;60.0;3.0;2.1;1.0;0.0;Displacement;75.0
0.4;4.0;?;60.0;3.0;4.9;0.0;0.0;Displacement;?
0.6;?;2.0;60.0;3.0;1.5;1.0;0.0;Displacement;180.0
?;?;1.0;60.0;22.0;?;1.0;0.91;Displacement;0.0
0.2;?;?;60.0;0.0;2.1;?;0.0;Displacement;170.0
0.6;8.0;?;60.0;?;?;1.0;0.0;Displacement;373.0
0.9;14.0;2.0;60.0;3.0;?;0.0;0.0;Displacement;100.0
?;25.0;2.0;60.0;15.0;0.6;0.0;0.0;Displacement;210.0
2.7;11.0;?;60.0;0.0;?;?;0.0;Displacement;30.0
0.3;9.0;2.0;60.0;?;?;3.0;0.0;Displacement;122.0
?;11.0;2.0;60.0;7.0;4.0;6.0;0.0;Displacement;15.0
0.3;9.0;2.0;60.0;?;?;?;0.0;Displacement;15.0
1.9;16.0;1.0;60.0;?;?;1.0;0.91;Displacement;0.0
0.6;14.0;?;60.0;?;1.5;1.0;0.0;Displacement;180.0
2.5;12.0;?;60.0;7.0;?;5.0;0.0;Displacement;5.0
1.0;14.0;2.0;60.0;?;4.0;?;0.0;Displacement;45.0
0.2;?;2.0;60.0;4.0;4.5;7.0;0.0;Displacement;168.0
?;16.0;1.0;60.0;22.0;?;1.0;0.91;Displacement;0.0
?;8.0;2.0;60.0;2.0;?;5.0;0.0;Displacement;52.0
?;10.0;2.0;60.0;0.0;?;1.0;0.0;Displacement;190.0
0.5;7.0;?;60.0;7.0;2.4;?;0.0;Displacement;142.0
1.9;1.0;2.0;60.0;?;?;3.0;0.0;Displacement;?
?;?;?;60.0;22.0;?;?;0.91;Displacement;0.0
1.1;?;?;60.0;7.0;4.0;?;0.0;Displacement;15.0
1.9;?;1.0;60.0;?;?;?;0.91;Displacement;0.0
2.7;11.0;?;60.0;0.0;2.6;6.0;0.0;Displacement;30.0
?;12.0;2.0;60.0;7.0;?;?;0.0;Displacement;5.0
1.1;7.0;2.0;60.0;88.0;?;?;0.0;Displacement;5.0
0.2;10.0;?;60.0;0.0;2.1;2.0;0.0;Displacement;?
1.2;14.0;2.0;60.0;?;0.0;6.0;0.0;Displacement;147.0
0.6;8.0;?;60.0;2.0;?;?;0.0;Displacement;373.0
0.0;13.0;?;60.0;4.0;5.3;1.0;0.0;Displacement;210.0
?;?;2.0;60.0;12.0;3.0;7.0;0.92;Displacement;0.0
0.3;9.0;?;60.0;?;?;?;0.0;Displacement;15.0
1.4;8.0;1.0;60.0;18.0;?;1.0;0.91;Displacement;?
0.5;7.0;2.0;60.0;?;2.4;4.0;0.0;Displacement;142.0
?;?;1.0;60.0;?;3.6;1.0;0.91;Displacement;0.0
1.0;10.0;2.0;60.0;0.0;?;1.0;0.0;Displacement;?
0.0;?;2.0;60.0;?;5.3;1.0;0.0;Displacement;210.0
0.1;?;1.0;60.0;?;5.0;1.0;0.91;Displacement;155.0
0.0;?;2.0;60.0;?;4.0;0.0;0.0;Displacement;333.0
0.3;9.0;?;60.0;?;1.3;5.0;0.0;Displacement;15.0
0.2;10.0;?;60.0;0.0;2.1;2.0;0.0;Displacement;170.0
?;?;2.0;60.0;15.0;0.6;0.0;0.0;Displacement;210.0
?;18.0;0.0;60.0;10.0;1.0;0.0;0.0;Displacement;152.0
?;8.0;2.0;60.0;13.0;5.5;6.0;0.0;Displacement;22.0
?;13.0;2.0;60.0;30.0;?;3.0;0.0;Displacement;5.0
0.1;?;2.0;60.0;3.0;6.6;?;0.0;Displacement;120.0
0.4;4.0;?;60.0;3.0;?;0.0;0.0;Displacement;245.0
1.1;7.0;2.0;60.0;?;?;?;0.0;Displacement;5.0
1.9;?;1.0;60.0;22.0;?;?;0.91;Displacement;0.0
0.1;9.0;1.0;60.0;?;?;1.0;0.91;Displacement;155.0
1.0;8.0;2.0;60.0;?;2.0;?;0.0;Displacement;52.0
1.4;8.0;1.0;60.0;18.0;?;1.0;0.91;Displacement;148.0
3.2;12.0;1.0;60.0;2.0;?;4.0;0.83;Displacement;?
1.4;8.0;1.0;60.0;?;?;?;?;Displacement;148.0
0.6;5.0;2.0;60.0;?;?;?;0.0;Displacement;100.0
?;?;?;60.0;7.0;2.0;?;0.0;Displacement;5.0
1.0;8.0;2.0;60.0;?;2.0;5.0;0.0;Displacement;52.0
1.3;9.0;2.0;60.0;3.0;1.3;9.0;0.0;Displacement;?
0.2;10.0;?;60.0;0.0;2.1;?;0.0;Displacement;?
0.6;5.0;?;60.0;?;3.8;?;0.0;Displacement;100.0
?;12.0;2.0;60.0;7.0;2.0;5.0;0.0;Displacement;5.0
0.0;8.0;?;60.0;?;2.0;1.0;0.0;Displacement;?
1.0;8.0;2.0;60.0;2.0;2.0;?;0.0;Displacement;?
1.9;1.0;2.0;60.0;32.0;?;3.0;0.0;Displacement;?
0.3;9.0;2.0;60.0;7.0;1.7;?;0.0;Displacement;122.0
0.0;?;?;60.0;?;?;1.0;0.0;Displacement;236.0
1.0;14.0;?;60.0;?;4.0;?;0.0;Displacement;45.0
0.7;13.0;2.0;60.0;4.0;?;1.0;0.0;Displacement;195.0
1.5;6.0;2.0;60.0;3.0;?;1.0;0.0;Displacement;75.0
1.2;14.0;2.0;60.0;11.0;0.0;?;0.0;Displacement;147.0
0.6;14.0;?;60.0;3.0;?;1.0;0.0;Displacement;180.0
?;8.0;2.0;60.0;2.0;1.0;1.0;0.0;Displacement;?
0.2;10.0;2.0;60.0;0.0;2.1;2.0;0.0;Displacement;?
1.4;8.0;?;60.0;18.0;?;1.0;0.91;Displacement;148.0
1.0;?;?;60.0;0.0;?;1.0;0.92;Displacement;145.0
0.1;9.0;1.0;60.0;?;5.0;1.0;0.91;Displacement;?
1.2;?;2.0;60.0;11.0;0.0;?;0.0;Displacement;147.0
0.5;7.0;2.0;60.0;7.0;2.4;?;0.0;Displacement;?
1.0;?;2.0;60.0;2.0;?;5.0;0.0;Displacement;52.0
0.1;9.0;2.0;60.0;5.0;2.8;6.0;0.0;Displacement;?
?;12.0;2.0;60.0;7.0;2.0;?;0.0;Displacement;5.0
1.4;8.0;?;60.0;?;3.5;1.0;0.91;Displacement;148.0
?;6.0;?;60.0;3.0;?;1.0;0.0;Displacement;75.0
0.3;9.0;?;60.0;?;1.7;3.0;0.0;Displacement;?
?;?;?;60.0;7.0;2.0;5.0;0.0;Displacement;5.0
2.7;?;2.0;60.0;15.0;0.6;0.0;0.0;Displacement;210.0
1.0;10.0;?;60.0;0.0;?;1.0;0.0;Displacement;?
0.1;9.0;1.0;60.0;?;?;1.0;0.91;Displacement;?
1.2;14.0;?;60.0;?;0.0;?;0.0;Displacement;147.0
1.5;6.0;?;60.0;3.0;?;1.0;0.0;Displacement;?
1.1;11.0;?;60.0;7.0;4.0;?;0.0;Displacement;15.0
?;12.0;2.0;60.0;7.0;?;5.0;0.0;Displacement;5.0
?;6.0;2.0;60.0;?;?;1.0;0.0;Displacement;75.0
?;16.0;?;60.0;?;?;1.0;0.91;Displacement;0.0
?;13.0;2.0;60.0;30.0;4.4;3.0;0.0;Displacement;5.0
0.6;5.0;?;60.0;?;?;?;0.0;Displacement;100.0
1.5;6.0;2.0;60.0;?;2.1;1.0;0.0;Displacement;?
0.5;?;?;60.0;7.0;2.4;4.0;0.0;Displacement;142.0
?;8.0;?;60.0;2.0;1.0;1.0;0.0;Displacement;?
?;8.0;2.0;60.0;2.0;?;?;0.0;Displacement;52.0
0.6;13.0;2.0;60.0;3.0;4.1;?;0.0;Displacement;133.0
1.0;8.0;?;60.0;2.0;2.0;?;0.0;Displacement;52.0
?;8.0;?;60.0;2.0;?;5.0;0.0;Displacement;52.0
0.9;14.0;?;60.0;3.0;?;0.0;0.0;Displacement;100.0
?;8.0;?;60.0;2.0;?;?;0.0;Displacement;52.0
0.6;?;?;60.0;3.0;1.5;?;0.0;Displacement;180.0
2.5;12.0;?;60.0;7.0;?;?;0.0;Displacement;5.0
0.6;8.0;?;60.0;?;1.0;1.0;0.0;Displacement;373.0
0.3;9.0;2.0;60.0;?;1.3;?;0.0;Displacement;15.0
0.5;12.0;0.0;60.0;13.0;3.0;0.0;0.0;Displacement;55.0
?;5.0;2.0;60.0;7.0;3.8;4.0;0.0;Displacement;100.0
0.3;9.0;2.0;60.0;?;?;5.0;0.0;Displacement;15.0
0.1;15.0;?;60.0;15.0;0.1;1.0;0.0;Displacement;420.0
0.1;?;?;60.0;15.0;0.1;1.0;0.0;Displacement;?
0.9;14.0;2.0;60.0;3.0;2.5;0.0;0.0;Displacement;100.0
1.5;6.0;?;60.0;?;?;1.0;0.0;Displacement;75.0
?;?;2.0;60.0;12.0;3.0;?;?;Displacement;0.0
0.0;13.0;2.0;60.0;4.0;?;1.0;0.0;Displacement;210.0
0.1;9.0;1.0;60.0;38.0;?;1.0;?;Displacement;155.0
1.3;6.0;2.0;60.0;5.0;0.5;6.0;0.0;Displacement;?
1.5;6.0;?;60.0;3.0;2.1;?;0.0;Displacement;75.0
0.6;14.0;2.0;60.0;3.0;?;1.0;0.0;Displacement;180.0
0.9;14.0;?;60.0;3.0;2.5;0.0;0.0;Displacement;100.0
?;10.0;?;60.0;0.0;2.1;2.0;0.0;Displacement;170.0
1.3;15.0;0.0;60.0;0.0;?;2.0;0.0;Displacement;91.0
0.7;13.0;?;60.0;?;?;1.0;0.0;Displacement;195.0
2.7;11.0;2.0;60.0;0.0;?;6.0;0.0;Displacement;30.0
?;12.0;?;60.0;7.0;2.0;?;0.0;Displacement;5.0
?;?;2.0;60.0;7.0;2.0;5.0;0.0;Displacement;5.0
0.1;9.0;1.0;60.0;38.0;5.0;1.0;?;Displacement;?
0.1;9.0;?;60.0;5.0;2.8;?;0.0;Displacement;?
0.2;?;2.0;60.0;0.0;?;?;0.0;Displacement;170.0
?;?;0.0;60.0;10.0;1.0;0.0;0.0;Displacement;152.0
0.0;13.0;?;60.0;4.0;?;1.0;0.0;Displacement;210.0
?;11.0;?;60.0;7.0;4.0;6.0;0.0;Displacement;15.0
0.4;4.0;?;60.0;?;4.9;0.0;0.0;Displacement;245.0
0.2;?;?;60.0;0.0;2.1;2.0;0.0;Displacement;?
1.3;6.0;?;60.0;5.0;0.5;6.0;0.0;Displacement;?
2.5;?;?;60.0;7.0;2.0;?;0.0;Displacement;5.0
0.6;5.0;2.0;60.0;7.0;?;?;0.0;Displacement;100.0
?;6.0;?;60.0;3.0;2.1;1.0;0.0;Displacement;?
0.5;7.0;?;60.0;?;?;4.0;0.0;Displacement;142.0
0.9;?;2.0;60.0;3.0;2.5;0.0;0.0;Displacement;100.0
0.2;?;?;60.0;0.0;?;2.0;0.0;Displacement;170.0
?;15.0;?;60.0;15.0;0.1;1.0;0.0;Displacement;420.0
0.3;?;2.0;60.0;25.0;0.3;0.0;0.0;Displacement;400.0
1.9;?;2.0;60.0;12.0;3.0;7.0;?;Displacement;0.0
0.1;14.0;2.0;60.0;?;?;1.0;0.0;Displacement;120.0
0.5;7.0;?;60.0;7.0;2.4;4.0;0.0;Displacement;?
0.1;9.0;1.0;60.0;38.0;?;1.0;0.91;Displacement;?
0.6;8.0;?;60.0;2.0;1.0;1.0;0.0;Displacement;373.0
0.9;?;?;60.0;3.0;2.5;0.0;0.0;Displacement;100.0
0.6;?;2.0;60.0;3.0;4.1;?;0.0;Displacement;133.0
1.0;?;?;60.0;2.0;?;5.0;0.0;Displacement;52.0
0.3;9.0;?;60.0;7.0;1.7;3.0;0.0;Displacement;122.0
1.1;7.0;2.0;60.0;?;5.4;6.0;0.0;Displacement;5.0
?;16.0;?;60.0;22.0;?;1.0;0.91;Displacement;0.0
0.6;14.0;?;60.0;?;3.0;8.0;0.0;Displacement;10.0
1.9;1.0;?;60.0;32.0;?;3.0;0.0;Displacement;796.0
0.0;13.0;?;60.0;?;?;1.0;0.0;Displacement;210.0
1.1;7.0;?;60.0;?;?;6.0;0.0;Displacement;5.0
0.3;9.0;?;60.0;7.0;?;?;0.0;Displacement;122.0
1.5;6.0;2.0;60.0;3.0;2.1;?;0.0;Displacement;75.0
1.4;8.0;1.0;60.0;?;3.5;1.0;0.91;Displacement;148.0
0.3;9.0;?;60.0;?;1.3;?;0.0;Displacement;15.0
0.6;14.0;?;60.0;?;?;8.0;0.0;Displacement;10.0
0.6;5.0;2.0;60.0;7.0;3.8;?;0.0;Displacement;?
0.1;?;?;60.0;?;6.6;1.0;0.0;Displacement;120.0
1.3;?;0.0;60.0;0.0;2.5;?;0.0;Displacement;91.0
2.5;12.0;?;60.0;7.0;2.0;?;0.0;Displacement;5.0
0.5;12.0;0.0;60.0;13.0;?;0.0;0.0;Displacement;55.0
?;8.0;1.0;60.0;18.0;?;1.0;0.91;Displacement;148.0
0.7;13.0;?;60.0;4.0;?;1.0;0.0;Displacement;195.0
1.1;11.0;2.0;60.0;?;4.0;?;0.0;Displacement;15.0
1.0;8.0;2.0;60.0;2.0;?;5.0;0.0;Displacement;52.0
1.3;15.0;0.0;60.0;0.0;2.5;2.0;0.0;Displacement;?
0.7;?;?;60.0;4.0;3.8;1.0;0.0;Displacement;195.0
0.5;7.0;?;60.0;7.0;?;?;0.0;Displacement;142.0
?;16.0;?;60.0;22.0;?;?;0.91;Displacement;0.0
0.5;12.0;0.0;60.0;13.0;?;0.0;0.0;Displacement;?
?;10.0;2.0;60.0;0.0;2.1;2.0;0.0;Displacement;?
0.2;10.0;2.0;60.0;0.0;?;?;0.0;Displacement;?
0.3;9.0;?;60.0;?;?;5.0;0.0;Displacement;15.0
0.1;?;?;60.0;3.0;6.6;1.0;0.0;Displacement;120.0
0.0;8.0;2.0;60.0;83.0;2.0;1.0;0.0;Displacement;?
1.5;6.0;?;60.0;3.0;2.1;1.0;0.0;Displacement;75.0
0.6;14.0;2.0;60.0;?;?;8.0;0.0;Displacement;10.0
0.4;4.0;?;60.0;3.0;4.9;0.0;0.0;Displacement;245.0
0.6;?;2.0;60.0;7.0;3.8;4.0;0.0;Displacement;100.0
0.3;9.0;2.0;60.0;?;1.7;3.0;0.0;Displacement;122.0
1.9;?;1.0;60.0;22.0;?;1.0;0.91;Displacement;0.0
0.6;14.0;2.0;60.0;?;?;1.0;0.0;Displacement;180.0
1.9;?;1.0;60.0;?;3.6;?;0.91;Displacement;0.0
1.1;11.0;2.0;60.0;?;4.0;6.0;0.0;Displacement;15.0
0.6;?;?;60.0;3.0;1.5;1.0;0.0;Displacement;180.0
?;5.0;?;60.0;7.0;3.8;?;0.0;Displacement;100.0
1.5;?;0.0;60.0;?;1.0;0.0;0.0;Displacement;152.0
0.1;?;2.0;60.0;?;6.6;1.0;0.0;Displacement;120.0
0.2;10.0;?;60.0;0.0;2.1;?;0.0;Displacement;170.0
1.0;?;2.0;60.0;0.0;?;1.0;?;Displacement;145.0
1.9;?;1.0;60.0;?;3.6;1.0;0.91;Displacement;0.0
0.2;10.0;2.0;60.0;0.0;2.1;?;0.0;Displacement;170.0
0.0;8.0;2.0;60.0;83.0;2.0;1.0;0.0;Displacement;236.0
?;11.0;?;60.0;0.0;?;?;0.0;Displacement;30.0
?;16.0;?;60.0;?;?;?;0.91;Displacement;0.0
0.0;?;?;60.0;?;5.3;1.0;0.0;Displacement;210.0
?;11.0;2.0;60.0;40.0;2.0;1.0;0.0;Displacement;25.0
?;6.0;?;60.0;?;2.1;1.0;0.0;Displacement;75.0
0.5;?;2.0;60.0;7.0;2.4;4.0;0.0;Displacement;142.0
?;4.0;?;60.0;3.0;?;0.0;0.0;Displacement;245.0
0.1;?;?;60.0;3.0;6.6;?;0.0;Displacement;120.0
0.0;8.0;?;60.0;83.0;2.0;1.0;0.0;Displacement;?
1.0;8.0;?;60.0;2.0;2.0;?;0.0;Displacement;?
1.0;14.0;2.0;60.0;10.0;4.0;?;0.0;Displacement;45.0
0.3;?;2.0;60.0;?;?;5.0;0.0;Displacement;15.0
1.0;10.0;?;60.0;0.0;6.2;1.0;0.0;Displacement;190.0
1.4;8.0;1.0;60.0;?;3.5;?;?;Displacement;148.0
?;5.0;?;60.0;7.0;?;?;0.0;Displacement;100.0
?;11.0;?;60.0;0.0;?;6.0;0.0;Displacement;30.0
0.2;?;?;60.0;4.0;4.5;?;0.0;Displacement;168.0
0.0;13.0;2.0;60.0;4.0;?;1.0;0.0;Displacement;?
?;4.0;2.0;60.0;3.0;?;0.0;0.0;Displacement;245.0
1.5;6.0;?;60.0;?;?;?;0.0;Displacement;75.0
0.0;?;2.0;60.0;?;?;0.0;0.0;Displacement;333.0
0.0;8.0;?;60.0;?;2.0;1.0;0.0;Displacement;236.0
1.5;6.0;2.0;60.0;3.0;?;?;0.0;Displacement;75.0
?;15.0;0.0;60.0;0.0;2.5;2.0;0.0;Displacement;?
0.3;?;2.0;60.0;7.0;1.7;?;0.0;Displacement;122.0
1.5;6.0;2.0;60.0;3.0;2.1;1.0;0.0;Displacement;75.0
?;8.0;?;60.0;2.0;2.0;5.0;0.0;Displacement;52.0
2.5;12.0;2.0;60.0;?;?;?;0.0;Displacement;5.0
0.3;?;2.0;60.0;88.0;1.3;?;0.0;Displacement;15.0
0.1;9.0;1.0;60.0;38.0;?;1.0;?;Displacement;?
0.0;13.0;?;60.0;?;5.3;1.0;0.0;Displacement;210.0
?;8.0;2.0;60.0;2.0;2.0;?;0.0;Displacement;52.0
1.5;18.0;0.0;60.0;10.0;1.0;0.0;0.0;Displacement;152.0
?;8.0;?;60.0;13.0;5.5;?;0.0;Displacement;22.0
0.5;?;0.0;60.0;?;3.0;0.0;0.0;Displacement;55.0
1.0;?;?;60.0;0.0;?;1.0;0.0;Displacement;190.0
0.0;13.0;2.0;60.0;?;5.3;1.0;0.0;Displacement;210.0
0.2;?;2.0;60.0;0.0;?;2.0;0.0;Displacement;170.0
0.4;9.0;?;60.0;1.0;?;?;0.0;Displacement;203.0
?;5.0;?;60.0;7.0;?;4.0;0.0;Displacement;100.0
0.5;12.0;0.0;60.0;13.0;3.0;0.0;0.0;Displacement;?
0.1;14.0;?;60.0;?;?;1.0;0.0;Displacement;120.0
?;6.0;?;60.0;3.0;?;?;0.0;Displacement;75.0
0.2;?;2.0;60.0;0.0;2.1;2.0;0.0;Displacement;?
1.3;15.0;0.0;60.0;0.0;?;?;0.0;Displacement;91.0
0.3;?;?;60.0;7.0;1.7;3.0;0.0;Displacement;122.0
0.1;?;2.0;60.0;3.0;6.6;1.0;0.0;Displacement;120.0
?;10.0;2.0;60.0;0.0;6.2;1.0;0.0;Displacement;190.0
1.4;8.0;1.0;60.0;?;?;?;0.91;Displacement;148.0
